              Procedure           Image            Address        Calls Instructions
LdrpResGetResourceDirectory C:\Windows\system32\ntdll.dll           774ad020          105        51904
   LdrResSearchResource C:\Windows\system32\ntdll.dll           774acbc2           89        22833
  LdrpResGetMappingSize C:\Windows\system32\ntdll.dll           774acab7           95         6614
RtlGetActiveActivationContext C:\Windows\system32\ntdll.dll           774ac79b           70        21402
   RtlInitializeSRWLock C:\Windows\system32\ntdll.dll           774ac2a7           67       162288
            RtlEqualSid C:\Windows\system32\ntdll.dll           774ac281            2           30
    RtlGetNtProductType C:\Windows\system32\ntdll.dll           774ac001           30        70438
     RtlOpenCurrentUser C:\Windows\system32\ntdll.dll           774abf79           20          768
   RtlLengthRequiredSid C:\Windows\system32\ntdll.dll           774abf56           16          144
          RtlGetVersion C:\Windows\system32\ntdll.dll           774abed3           43         1634
                wcsncmp C:\Windows\system32\ntdll.dll           774ab353          406       139472
  RtlDestroyHandleTable C:\Windows\system32\ntdll.dll           774aab4a            0        95414
RtlNumberGenericTableElements C:\Windows\system32\ntdll.dll           774aaa98           52          364
     RtlExitUserProcess C:\Windows\system32\ntdll.dll           774aa7f7            1           19
RtlGetCurrentDirectory_U C:\Windows\system32\ntdll.dll           774aa5d3         1568        55664
     WinSqmEventEnabled C:\Windows\system32\ntdll.dll           774aa4d7            1           64
       WinSqmEventWrite C:\Windows\system32\ntdll.dll           774aa3e3            0           64
RtlInsertElementGenericTableFull C:\Windows\system32\ntdll.dll           774a9fcf            8         6905
RtlInsertElementGenericTable C:\Windows\system32\ntdll.dll           774a9f9d            8          152
      EtwEventWriteFull C:\Windows\system32\ntdll.dll           774a9df0            5          610
          EtwEventWrite C:\Windows\system32\ntdll.dll           774a9dc9            5           75
   RtlSetEnvironmentVar C:\Windows\system32\ntdll.dll           774a9ae3            0        15054
       EtwEventRegister C:\Windows\system32\ntdll.dll           774a971f           14          914
EtwNotificationRegister C:\Windows\system32\ntdll.dll           774a95ea           47         4888
    RtlLocaleNameToLcid C:\Windows\system32\ntdll.dll           774a8707            9        16797
   RtlCultureNameToLCID C:\Windows\system32\ntdll.dll           774a851f            0         1485
RtlGetThreadPreferredUILanguages C:\Windows\system32\ntdll.dll           774a80d3           49        25186
   RtlLCIDToCultureName C:\Windows\system32\ntdll.dll           774a7f60          105        13335
RtlCompareUnicodeString C:\Windows\system32\ntdll.dll           774a7eaa          422        18780
    RtlLcidToLocaleName C:\Windows\system32\ntdll.dll           774a7cb9          190        39242
      RtlAcquirePebLock C:\Windows\system32\ntdll.dll           774a7b6f          703       157043
      RtlReleasePebLock C:\Windows\system32\ntdll.dll           774a7b58          703         3515
             LdrLoadDll C:\Windows\system32\ntdll.dll           774a7933          279        57388
   RtlVerifyVersionInfo C:\Windows\system32\ntdll.dll           774a7548            4        22069
    VerSetConditionMask C:\Windows\system32\ntdll.dll           774a7507            6          186
LdrGetFileNameFromLoadAsDataTable C:\Windows\system32\ntdll.dll           774a742a           91         5688
              _strnicmp C:\Windows\system32\ntdll.dll           774a6fb3            0         3666
      RtlDeleteResource C:\Windows\system32\ntdll.dll           774a6dd3            0          952
EtwUnregisterTraceGuids C:\Windows\system32\ntdll.dll           774a6a7d            7        30743
     RtlFormatMessageEx C:\Windows\system32\ntdll.dll           774a68ed           99        26252
RtlAcquireResourceShared C:\Windows\system32\ntdll.dll           774a689d            1           47
RtlSetEnvironmentVariable C:\Windows\system32\ntdll.dll           774a6720            0         2923
RtlAcquireResourceExclusive C:\Windows\system32\ntdll.dll           774a667c            3          135
     RtlReleaseResource C:\Windows\system32\ntdll.dll           774a661c            4          121
 EtwRegisterTraceGuidsW C:\Windows\system32\ntdll.dll           774a64d7           33         3861
  RtlInitializeResource C:\Windows\system32\ntdll.dll           774a6424            6          363
LdrOpenImageFileOptionsKey C:\Windows\system32\ntdll.dll           774a627a            0         7663
         RtlFindMessage C:\Windows\system32\ntdll.dll           774a5f8b            0        46365
LdrLoadAlternateResourceModule C:\Windows\system32\ntdll.dll           774a5c5f           31        11328
LdrFindResourceDirectory_U C:\Windows\system32\ntdll.dll           774a5c2a           93         1333
RtlQueryInformationActiveActivationContext C:\Windows\system32\ntdll.dll           774a5c05          182         2366
        TpCaptureCaller C:\Windows\system32\ntdll.dll           774a5b90            2          361
     RtlDosSearchPath_U C:\Windows\system32\ntdll.dll           774a571f            0        68710
RtlSetEnvironmentStrings C:\Windows\system32\ntdll.dll           774a5649            0          561
RtlDeleteAtomFromAtomTable C:\Windows\system32\ntdll.dll           774a5507          645        29496
RtlIsThreadWithinLoaderCallout C:\Windows\system32\ntdll.dll           774a54d3           11          165
RtlCreateActivationContext C:\Windows\system32\ntdll.dll           774a38fc           24        92665
             DbgPrintEx C:\Windows\system32\ntdll.dll           774a3883          181         3203
RtlDosPathNameToNtPathName_U_WithStatus C:\Windows\system32\ntdll.dll           774a3862           25          275
RtlDeactivateActivationContext C:\Windows\system32\ntdll.dll           774a366d         2768       173807
RtlActivateActivationContext C:\Windows\system32\ntdll.dll           774a354d         2768       236589
RtlActivateActivationContextEx C:\Windows\system32\ntdll.dll           774a33d8         2779       347042
RtlLengthSecurityDescriptor C:\Windows\system32\ntdll.dll           774a332c            3        22394
RtlGetControlSecurityDescriptor C:\Windows\system32\ntdll.dll           774a32fe            2           30
              MD5Update C:\Windows\system32\ntdll.dll           774a2bab            3          805
               MD5Final C:\Windows\system32\ntdll.dll           774a2b1e            1           55
                MD5Init C:\Windows\system32\ntdll.dll           774a2ae4            1           12
             A_SHAFinal C:\Windows\system32\ntdll.dll           774a0b32            3         7754
            A_SHAUpdate C:\Windows\system32\ntdll.dll           774a0a8b            8          332
              A_SHAInit C:\Windows\system32\ntdll.dll           774a0a35            6          114
RtlAbsoluteToSelfRelativeSD C:\Windows\system32\ntdll.dll           774a0806            8          120
  RtlMakeSelfRelativeSD C:\Windows\system32\ntdll.dll           774a0710            8          464
       RtlIsTextUnicode C:\Windows\system32\ntdll.dll           774a0308           12       118402
 EtwRegisterTraceGuidsA C:\Windows\system32\ntdll.dll           774a02df            4           56
RtlValidSecurityDescriptor C:\Windows\system32\ntdll.dll           774a0232            1           37
RtlIdentifierAuthoritySid C:\Windows\system32\ntdll.dll           7749ff92            0           74
    RtlDoesFileExists_U C:\Windows\system32\ntdll.dll           7749ff7a           26          208
            TpAllocPool C:\Windows\system32\ntdll.dll           7749f95c            3          809
RtlNumberOfSetBitsUlongPtr C:\Windows\system32\ntdll.dll           7749f7d2            3           99
RtlGetDaclSecurityDescriptor C:\Windows\system32\ntdll.dll           7749ef7a            3         3032
     LdrpResGetRCConfig C:\Windows\system32\ntdll.dll           7749e867           25        11975
RtlReleaseActivationContext C:\Windows\system32\ntdll.dll           7749e6d6          609        50725
    EtwSendNotification C:\Windows\system32\ntdll.dll           7749e30c            0         6000
RtlQueryAtomInAtomTable C:\Windows\system32\ntdll.dll           7749e237          131         7598
             TpPostWork C:\Windows\system32\ntdll.dll           7749e09a            0           34
          TpReleasePool C:\Windows\system32\ntdll.dll           7749ddc3            3          381
RtlDestroyMemoryBlockLookaside C:\Windows\system32\ntdll.dll           7749dc7c            0          768
         RtlDeleteTimer C:\Windows\system32\ntdll.dll           7749d6da            0          854
      RtlStringFromGUID C:\Windows\system32\ntdll.dll           7749d24f           33        13266
     RtlCreateAtomTable C:\Windows\system32\ntdll.dll           7749d106            1           55
  RtlAddAtomToAtomTable C:\Windows\system32\ntdll.dll           7749cf0f          755        50589
RtlGetGroupSecurityDescriptor C:\Windows\system32\ntdll.dll           7749c150            1       161572
RtlGetOwnerSecurityDescriptor C:\Windows\system32\ntdll.dll           7749c10c            1           25
RtlNtPathNameToDosPathName C:\Windows\system32\ntdll.dll           7749bd4c            0         2117
 RtlUpcaseUnicodeString C:\Windows\system32\ntdll.dll           7749b9b3            5       120485
RtlDowncaseUnicodeString C:\Windows\system32\ntdll.dll           7749b8d5         9697      3248000
AlpcInitializeMessageAttribute C:\Windows\system32\ntdll.dll           7749b5b8           16          240
     RtlAdjustPrivilege C:\Windows\system32\ntdll.dll           7749afa6            0         6054
      WinSqmAddToStream C:\Windows\system32\ntdll.dll           7749abe4            0          369
 RtlUnlockModuleSection C:\Windows\system32\ntdll.dll           7749aa6a            0        17386
   RtlLockModuleSection C:\Windows\system32\ntdll.dll           7749a270            0          219
RtlMultiByteToUnicodeSize C:\Windows\system32\ntdll.dll           77499f71         1583        15830
    TpAllocCleanupGroup C:\Windows\system32\ntdll.dll           77499d75            0          464
         RtlCreateTimer C:\Windows\system32\ntdll.dll           77499a61            0         8797
          TpWaitForWait C:\Windows\system32\ntdll.dll           77499547            0         2617
       RtlQueueWorkItem C:\Windows\system32\ntdll.dll           77498b07           28         7806
              TpSetWait C:\Windows\system32\ntdll.dll           77498913            0         2548
RtlGetLongestNtPathLength C:\Windows\system32\ntdll.dll           77498908            8           16
             _wcstoui64 C:\Windows\system32\ntdll.dll           774986e2            2          268
                wcstoul C:\Windows\system32\ntdll.dll           7749866c           11          303
RtlAddAccessAllowedAceEx C:\Windows\system32\ntdll.dll           774984ab           16         3297
RtlSelfRelativeToAbsoluteSD C:\Windows\system32\ntdll.dll           77498301            0           28
 EtwGetTraceEnableFlags C:\Windows\system32\ntdll.dll           77497e1a            0         2959
    RtlCreateUserThread C:\Windows\system32\ntdll.dll           77497caf            0           81
RtlIpv4AddressToStringExW C:\Windows\system32\ntdll.dll           7749797c            0         6712
           RtlUpperChar C:\Windows\system32\ntdll.dll           77496d3e            0        10488
RtlAppendStringToString C:\Windows\system32\ntdll.dll           7749687c           60         1920
   RtlCreateEnvironment C:\Windows\system32\ntdll.dll           774966a9            0            5
        TpSimpleTryPost C:\Windows\system32\ntdll.dll           77496487            0           20
   RtlpEnsureBufferSize C:\Windows\system32\ntdll.dll           77496324            8          387
                 strtol C:\Windows\system32\ntdll.dll           77495b09            0       270444
       RtlCharToInteger C:\Windows\system32\ntdll.dll           77492a79            2          170
           RtlDeleteAce C:\Windows\system32\ntdll.dll           7749289e            0           81
        RtlValidateHeap C:\Windows\system32\ntdll.dll           774921f5            0           88
                  _wtoi C:\Windows\system32\ntdll.dll           77491a39            0           10
               DbgPrint C:\Windows\system32\ntdll.dll           77491876            0          372
             _vsnprintf C:\Windows\system32\ntdll.dll           7749177e            2          133
 EtwpNotificationThread C:\Windows\system32\ntdll.dll           774908d5            0          804
WerCheckEventEscalation C:\Windows\system32\ntdll.dll           774901c8            0         1736
    EtwDeliverDataBlock C:\Windows\system32\ntdll.dll           7748f361            0          504
        EtwpGetCpuSpeed C:\Windows\system32\ntdll.dll           7748ee7e            0           38
RtlIpv4AddressToStringA C:\Windows\system32\ntdll.dll           7748db18            0           20
    RtlCopyMappedMemory C:\Windows\system32\ntdll.dll           7748cb2b            0          122
       RtlFreeUserStack C:\Windows\system32\ntdll.dll           7748c256            0           30
      RtlGetFileMUIPath C:\Windows\system32\ntdll.dll           7748b87b            0           46
     RtlGetProcessHeaps C:\Windows\system32\ntdll.dll           7748ad2e            0           33
   RtlNewSecurityObject C:\Windows\system32\ntdll.dll           7748a801            0           11
         RtlUpdateTimer C:\Windows\system32\ntdll.dll           7748922f            0          472
            PrintDlgExW C:\Windows\system32\COMDLG32.dll           7736cacd            0         9444
            Ordinal_101 C:\Windows\system32\COMDLG32.dll           7736455d            0         1707
          PageSetupDlgW C:\Windows\system32\COMDLG32.dll           7735eb9d            0        12159
           ReplaceTextW C:\Windows\system32\COMDLG32.dll           77355d2e            0           37
        DllCanUnloadNow C:\Windows\system32\COMDLG32.dll           77342199            1        11621
      DllGetClassObject C:\Windows\system32\COMDLG32.dll           77341c85            1          528
   CommDlgExtendedError C:\Windows\system32\COMDLG32.dll           77333d17            0       305514
              PrintDlgW C:\Windows\system32\COMDLG32.dll           77332a96            0           23
          GetFileTitleW C:\Windows\system32\COMDLG32.dll           773324a0            1         1686
 unnamedImageEntryPoint C:\Windows\system32\COMDLG32.dll           77331abe            0         6193
       _ftol2_sse_excpt C:\Windows\system32\msvcrt.dll           772af745            0         2236
    __crtGetStringTypeW C:\Windows\system32\msvcrt.dll           772a73ae          104         1664
             _ui64tow_s C:\Windows\system32\msvcrt.dll           772a68ee           40        20649
                 _CIpow C:\Windows\system32\msvcrt.dll           772a678c           96         5040
                   ceil C:\Windows\system32\msvcrt.dll           772a66e6            3         1767
                  _ltow C:\Windows\system32\msvcrt.dll           772a64c3            0           36
        __RTDynamicCast C:\Windows\system32\msvcrt.dll           772a543f            1         1425
                _i64tow C:\Windows\system32\msvcrt.dll           772a5220          120         1800
           _snwprintf_s C:\Windows\system32\msvcrt.dll           772a4f08            0          172
                 fgetws C:\Windows\system32\msvcrt.dll           77295bb2            0          108
                 _CIlog C:\Windows\system32\msvcrt.dll           772950df            3           81
                 _CIexp C:\Windows\system32\msvcrt.dll           7729355b            3          180
              _wcsupr_s C:\Windows\system32\msvcrt.dll           7729345d            0          102
      __crtLCMapStringW C:\Windows\system32\msvcrt.dll           77293337            0           20
                strcspn C:\Windows\system32\msvcrt.dll           77292fad            0         6462
         _beginthreadex C:\Windows\system32\msvcrt.dll           77292d22            1           70
           _endthreadex C:\Windows\system32\msvcrt.dll           77292cf9            1           12
             wcstombs_s C:\Windows\system32\msvcrt.dll           77292c8e            0            9
                 strtok C:\Windows\system32\msvcrt.dll           7729230f            0          808
              iswxdigit C:\Windows\system32\msvcrt.dll           77292221            1           10
               iswascii C:\Windows\system32\msvcrt.dll           7729220b            3           24
                isalnum C:\Windows\system32\msvcrt.dll           772921d7           37          518
                isalpha C:\Windows\system32\msvcrt.dll           772921a3           10          140
                   exit C:\Windows\system32\msvcrt.dll           77292040            1           24
              _flushall C:\Windows\system32\msvcrt.dll           77291f07            0           64
          __getmainargs C:\Windows\system32\msvcrt.dll           7729157d            1          744
         __set_app_type C:\Windows\system32\msvcrt.dll           7729083d            1            9
             __p__fmode C:\Windows\system32\msvcrt.dll           772907e4            1           43
           __p__commode C:\Windows\system32\msvcrt.dll           772907d9            1            2
      __crtLCMapStringA C:\Windows\system32\msvcrt.dll           772903b8            0           31
                 _freea C:\Windows\system32\msvcrt.dll           7729024a            0           38
          _wsplitpath_s C:\Windows\system32\msvcrt.dll           7728ff6a            1          434
             swprintf_s C:\Windows\system32\msvcrt.dll           7728ff49            1           12
            vswprintf_s C:\Windows\system32\msvcrt.dll           7728fe62            2          155
             _woutput_s C:\Windows\system32\msvcrt.dll           7728fa61            2         1608
                 wcslen C:\Windows\system32\msvcrt.dll           7728f3df            0          780
            _vscwprintf C:\Windows\system32\msvcrt.dll           7728f344            1           33
                _wcslwr C:\Windows\system32\msvcrt.dll           7728f2ee            0            6
               _ultow_s C:\Windows\system32\msvcrt.dll           7728f2c8           51          873
             _ismbblead C:\Windows\system32\msvcrt.dll           7728f1b5           37         7389
            __dllonexit C:\Windows\system32\msvcrt.dll           7728ed19          212         4258
                 _msize C:\Windows\system32\msvcrt.dll           7728ec4f          212        10812
                  qsort C:\Windows\system32\msvcrt.dll           7728e682         1601      1535598
             _controlfp C:\Windows\system32\msvcrt.dll           7728e114            1         1826
            _towupper_l C:\Windows\system32\msvcrt.dll           7728dfc2           60         1724
               towupper C:\Windows\system32\msvcrt.dll           7728dfaa           60          600
           _vsnprintf_l C:\Windows\system32\msvcrt.dll           7728da1d          188        26249
              vsnprintf C:\Windows\system32\msvcrt.dll           7728d9fb          188         2256
                strncmp C:\Windows\system32\msvcrt.dll           7728cf97            0       362582
              memmove_s C:\Windows\system32\msvcrt.dll           7728ccd7            0           30
               _strcmpi C:\Windows\system32\msvcrt.dll           7728caef          345        61348
                 wcstol C:\Windows\system32\msvcrt.dll           7728ca67           56          896
                 wcsspn C:\Windows\system32\msvcrt.dll           7728c987            0          728
              wcsncpy_s C:\Windows\system32\msvcrt.dll           7728c909            5          913
               wcscat_s C:\Windows\system32\msvcrt.dll           7728c84e            0         1562
                _wcsdup C:\Windows\system32\msvcrt.dll           7728c796           14         1540
               iswalnum C:\Windows\system32\msvcrt.dll           7728c6cb       100831      1008310
                 calloc C:\Windows\system32\msvcrt.dll           7728c69a           14          266
               towlower C:\Windows\system32\msvcrt.dll           7728c528         2088        32704
            _towlower_l C:\Windows\system32\msvcrt.dll           7728c4bb         2088        50112
                wcsrchr C:\Windows\system32\msvcrt.dll           7728c451            1         4375
              _initterm C:\Windows\system32\msvcrt.dll           7728c419           51         3681
               wcscpy_s C:\Windows\system32\msvcrt.dll           7728c39c           38         6774
               iswdigit C:\Windows\system32\msvcrt.dll           7728c22c            2           20
                 _ultow C:\Windows\system32\msvcrt.dll           7728c12d            8          648
                _flsbuf C:\Windows\system32\msvcrt.dll           7728c063          116         3316
                _fileno C:\Windows\system32\msvcrt.dll           7728c045          116         1392
          _vsnwprintf_l C:\Windows\system32\msvcrt.dll           7728ba6d         2753      1472231
            _vsnwprintf C:\Windows\system32\msvcrt.dll           7728ba4b         2753        33036
              _strnicmp C:\Windows\system32\msvcrt.dll           7728b4df            0      4472716
                   rand C:\Windows\system32\msvcrt.dll           7728b40c          448         4032
             _ftol2_sse C:\Windows\system32\msvcrt.dll           7728b3eb         2426        24260
                 _ftol2 C:\Windows\system32\msvcrt.dll           7728b390            9          204
                _CIsqrt C:\Windows\system32\msvcrt.dll           7728b376           14           84
                  floor C:\Windows\system32\msvcrt.dll           7728b278            4          558
                bsearch C:\Windows\system32\msvcrt.dll           7728b17f            0          329
                 _isnan C:\Windows\system32\msvcrt.dll           7728b0b9            0          622
          ??_U@YAPAXI@Z C:\Windows\system32\msvcrt.dll           7728aeba            3         6426
          ??_V@YAXPAX@Z C:\Windows\system32\msvcrt.dll           7728aeaa            4           20
               iswalpha C:\Windows\system32\msvcrt.dll           7728ae8f         4756        47560
            _iswctype_l C:\Windows\system32\msvcrt.dll           7728ae04          108         3756
                 wcsstr C:\Windows\system32\msvcrt.dll           7728ad9c            7         1107
                 mbtowc C:\Windows\system32\msvcrt.dll           7728ad61            4         9985
                wcsncmp C:\Windows\system32\msvcrt.dll           7728ad12          928        17644
                realloc C:\Windows\system32\msvcrt.dll           7728ac56          128        54631
               memcpy_s C:\Windows\system32\msvcrt.dll           7728ac11         2298        57450
              _wcsnicmp C:\Windows\system32\msvcrt.dll           7728ab97        29835      1395398
               iswspace C:\Windows\system32\msvcrt.dll           7728ab6a            0        64384
               _wcsicmp C:\Windows\system32\msvcrt.dll           7728aad7       140039      8974899
          _isleadbyte_l C:\Windows\system32\msvcrt.dll           7728aa96         3955        63390
              _mbtowc_l C:\Windows\system32\msvcrt.dll           7728a9d6         2650        87450
                 _errno C:\Windows\system32\msvcrt.dll           7728a9c0          172          860
    _CrtSetDbgBlockType C:\Windows\system32\msvcrt.dll           7728a75c           28       491856
 unnamedImageEntryPoint C:\Windows\system32\msvcrt.dll           7728a396           46         8322
                  _lock C:\Windows\system32\msvcrt.dll           7728a36d          510         6630
                _unlock C:\Windows\system32\msvcrt.dll           7728a351          510         4080
           ??2@YAPAXI@Z C:\Windows\system32\msvcrt.dll           7728a18f          135        75178
           ??3@YAXPAX@Z C:\Windows\system32\msvcrt.dll           7728a17f          134          670
               iswctype C:\Windows\system32\msvcrt.dll           7728a147       105589      1583469
                 wcschr C:\Windows\system32\msvcrt.dll           7728a111        20528       936554
                memmove C:\Windows\system32\msvcrt.dll           77289f8e        58176      1668791
                 malloc C:\Windows\system32\msvcrt.dll           77289dad          870       599766
                   free C:\Windows\system32\msvcrt.dll           77289d32          896        16595
                 memcpy C:\Windows\system32\msvcrt.dll           772898e0       102605      7100545
                 memset C:\Windows\system32\msvcrt.dll           77289860        83604      2565565
         SetLayoutWidth C:\Windows\system32\GDI32.dll           7725918e            6          228
   CreateBitmapIndirect C:\Windows\system32\GDI32.dll           7725905c            4          228
    EnumFontFamiliesExA C:\Windows\system32\GDI32.dll           7724f6fe            0        17987
           GetTextFaceA C:\Windows\system32\GDI32.dll           7724f321            0         2665
         SetMapperFlags C:\Windows\system32\GDI32.dll           7724ea24            0          525
  SetTextCharacterExtra C:\Windows\system32\GDI32.dll           77242b43            2           92
             PtInRegion C:\Windows\system32\GDI32.dll           7723fb9f            1           27
              SetLayout C:\Windows\system32\GDI32.dll           7723f6c4            0          234
      GetCharABCWidthsW C:\Windows\system32\GDI32.dll           7723f447           24          720
               EqualRgn C:\Windows\system32\GDI32.dll           7723f283            1           13
       CreatePolygonRgn C:\Windows\system32\GDI32.dll           7723f23e            7           84
                Polygon C:\Windows\system32\GDI32.dll           7723f07f            0          229
              CreatePen C:\Windows\system32\GDI32.dll           7723ef32            2           66
            CreateFontA C:\Windows\system32\GDI32.dll           7723d731          108        23112
        GetTextMetricsA C:\Windows\system32\GDI32.dll           7723d65f            2          142
    CreateFontIndirectA C:\Windows\system32\GDI32.dll           7723d512          109        23730
        GdiGradientFill C:\Windows\system32\GDI32.dll           7723cb75           82         5494
          GetBrushOrgEx C:\Windows\system32\GDI32.dll           7723cb05            8          280
      GetWorldTransform C:\Windows\system32\GDI32.dll           7723cae7          153         1377
      SetWorldTransform C:\Windows\system32\GDI32.dll           7723cab8          251         2871
        SetGraphicsMode C:\Windows\system32\GDI32.dll           7723ca02          168         8792
     GetFontAssocStatus C:\Windows\system32\GDI32.dll           7723c8cd            1            7
           FontIsLinked C:\Windows\system32\GDI32.dll           7723c8b9            7           28
            GetFontData C:\Windows\system32\GDI32.dll           7723c835           61         2634
         AnyLinkedFonts C:\Windows\system32\GDI32.dll           7723c823            1            4
      GetTextFaceAliasW C:\Windows\system32\GDI32.dll           7723c7f5           42          588
      GetCharABCWidthsI C:\Windows\system32\GDI32.dll           7723c7d1            7           84
    EnumFontFamiliesExW C:\Windows\system32\GDI32.dll           7723c752           16          524
            CreateFontW C:\Windows\system32\GDI32.dll           7723c41d           24        18683
       GetGlyphIndicesW C:\Windows\system32\GDI32.dll           7723c249            4           16
 GetOutlineTextMetricsW C:\Windows\system32\GDI32.dll           7723c221           33          463
           GetTextFaceW C:\Windows\system32\GDI32.dll           7723c1cf           92         1875
          GetBitmapBits C:\Windows\system32\GDI32.dll           7723beaa           15       157210
       GetCharWidthInfo C:\Windows\system32\GDI32.dll           7723be23           25          100
         GetTextCharset C:\Windows\system32\GDI32.dll           7723be09           20          180
   GdiGetCharDimensions C:\Windows\system32\GDI32.dll           7723bcdb          337        28115
             SetRectRgn C:\Windows\system32\GDI32.dll           7723baee          867        41530
  GetTextCharacterExtra C:\Windows\system32\GDI32.dll           7723ba46          412        10300
         RealizePalette C:\Windows\system32\GDI32.dll           7723b9ee            0        12077
GetSystemPaletteEntries C:\Windows\system32\GDI32.dll           7723b8b6            8          464
              SetDIBits C:\Windows\system32\GDI32.dll           7723b785          126        12978
      SetDIBitsToDevice C:\Windows\system32\GDI32.dll           7723b5de          126        14112
         GdiFixUpHandle C:\Windows\system32\GDI32.dll           7723b573           32          646
  CreateHalftonePalette C:\Windows\system32\GDI32.dll           7723b55f            4           16
      GetPaletteEntries C:\Windows\system32\GDI32.dll           7723b53c            5           60
          CreatePalette C:\Windows\system32\GDI32.dll           7723b504            4           64
   TranslateCharsetInfo C:\Windows\system32\GDI32.dll           7723b3dd          115         9448
     CreatePatternBrush C:\Windows\system32\GDI32.dll           7723b35c            4          490
    CreateFontIndirectW C:\Windows\system32\GDI32.dll           7723b2d6          334        14696
  CreateFontIndirectExW C:\Windows\system32\GDI32.dll           7723b24a          443        20378
         CreateDIBitmap C:\Windows\system32\GDI32.dll           7723b030          117        35807
      GdiValidateHandle C:\Windows\system32\GDI32.dll           7723afe6            9          216
        GetNearestColor C:\Windows\system32\GDI32.dll           7723afad          106         1378
       GetDIBColorTable C:\Windows\system32\GDI32.dll           7723af80           17          238
        SetDCBrushColor C:\Windows\system32\GDI32.dll           7723ae76            0         7800
GetTextExtentExPointWPri C:\Windows\system32\GDI32.dll           7723a9a6         4050        73436
        GdiSetLastError C:\Windows\system32\GDI32.dll           7723a96d           97         4595
  GetTextExtentPoint32W C:\Windows\system32\GDI32.dll           7723a926           60          660
          GetBoundsRect C:\Windows\system32\GDI32.dll           7723a904          257         2827
          SetBoundsRect C:\Windows\system32\GDI32.dll           7723a8e2          514         5654
           GetTextColor C:\Windows\system32\GDI32.dll           7723a86b          234         8934
   GdiConvertAndCheckDC C:\Windows\system32\GDI32.dll           7723a654          114        21378
            RectVisible C:\Windows\system32\GDI32.dll           7723a5f2          207         3461
     GetTextCharsetInfo C:\Windows\system32\GDI32.dll           7723a5bc          356         4652
D3DKMTSetProcessSchedulingPriorityClass C:\Windows\system32\GDI32.dll           7723a580            0         1450
        ExcludeClipRect C:\Windows\system32\GDI32.dll           7723a4c6           99         2178
             CombineRgn C:\Windows\system32\GDI32.dll           7723a34a           84         8561
    GetTextExtentPointW C:\Windows\system32\GDI32.dll           7723a225          869        11312
             SetICMMode C:\Windows\system32\GDI32.dll           77239dab            0       156089
   ModifyWorldTransform C:\Windows\system32\GDI32.dll           77239c85          266        11970
              GetBkMode C:\Windows\system32\GDI32.dll           77239c1b          318         9135
      OffsetWindowOrgEx C:\Windows\system32\GDI32.dll           77239b8e          118         5588
         SetWindowOrgEx C:\Windows\system32\GDI32.dll           772399c4          453        32141
       SetViewportOrgEx C:\Windows\system32\GDI32.dll           772398f0         1518        84964
                 LPtoDP C:\Windows\system32\GDI32.dll           77239860          286        10447
          GdiDrawStream C:\Windows\system32\GDI32.dll           77239804         1472        35328
       GdiIsMetaPrintDC C:\Windows\system32\GDI32.dll           772397e1          221         2210
             GetMapMode C:\Windows\system32\GDI32.dll           77239776         2218        70976
               GetHFONT C:\Windows\system32\GDI32.dll           77239725         1062        26550
             GetClipRgn C:\Windows\system32\GDI32.dll           772396ee         3265        62035
      IntersectClipRect C:\Windows\system32\GDI32.dll           77239698         2689        62614
       GetViewportExtEx C:\Windows\system32\GDI32.dll           77239622         1079        37765
         GetWindowExtEx C:\Windows\system32\GDI32.dll           772395af         1079        37765
         GdiGetCodePage C:\Windows\system32\GDI32.dll           77239517          249         6994
        GetTextMetricsW C:\Windows\system32\GDI32.dll           77239434         4062       207162
GdiInitializeLanguagePack C:\Windows\system32\GDI32.dll           772391fb            0        66015
                MaskBlt C:\Windows\system32\GDI32.dll           77238a69           14          672
             GetBkColor C:\Windows\system32\GDI32.dll           77238a1a          128         3200
          SetBrushOrgEx C:\Windows\system32\GDI32.dll           77238975           59         2679
   GetCurrentPositionEx C:\Windows\system32\GDI32.dll           772388c1          474        21804
                 DPtoLP C:\Windows\system32\GDI32.dll           77238831          237         8649
               MoveToEx C:\Windows\system32\GDI32.dll           7723878e          474        23700
           SetTextAlign C:\Windows\system32\GDI32.dll           772386ea          808        36200
             GetClipBox C:\Windows\system32\GDI32.dll           77238629          308         4652
       GetViewportOrgEx C:\Windows\system32\GDI32.dll           772385b6          557        19495
            ExtTextOutW C:\Windows\system32\GDI32.dll           772382b1         1804       292620
              OffsetRgn C:\Windows\system32\GDI32.dll           772381c7         1115        55881
           GetTextAlign C:\Windows\system32\GDI32.dll           77238178         4191       104775
     GdiRealizationInfo C:\Windows\system32\GDI32.dll           77238078         4027       269809
          GetObjectType C:\Windows\system32\GDI32.dll           77237ff8         3880       159080
           GetRandomRgn C:\Windows\system32\GDI32.dll           77237faf          261        67265
              GetLayout C:\Windows\system32\GDI32.dll           77237f10        16254       541069
  CreateRectRgnIndirect C:\Windows\system32\GDI32.dll           77237ebb          802        10814
          CreateRectRgn C:\Windows\system32\GDI32.dll           77237da7         4712       315244
              Rectangle C:\Windows\system32\GDI32.dll           77237d49           65         1885
          GdiAlphaBlend C:\Windows\system32\GDI32.dll           77237be4          688        43132
          SelectClipRgn C:\Windows\system32\GDI32.dll           77237ae5         2119        53799
       ExtSelectClipRgn C:\Windows\system32\GDI32.dll           772379da         3199       227407
